x,y,t,PM10,SO2,NO2,O3,CO,PM25,stationID
116.3621,39.8784,37,61.0,3.0,48.0,24.0,0.5,73.0,1001A
116.2202,40.2915,37,65.0,2.0,48.0,17.0,0.9,72.0,1002A
116.4174,39.9289,37,71.0,3.0,44.0,26.0,0.7,77.0,1003A
116.4072,39.8863,37,66.0,2.0,50.0,17.0,0.7,68.0,1004A
116.462,39.9365,37,68.0,2.0,31.0,28.0,0.7,76.0,1005A
116.3392,39.9295,37,83.0,5.0,54.0,9.0,0.9,81.0,1006A
116.2878,39.9611,37,96.0,3.0,58.0,6.0,1.0,73.0,1007A
116.6636,40.135,37,69.0,1.0,51.0,10.0,0.6,50.0,1008A
116.6275,40.3275,37,57.0,1.0,48.0,13.0,0.6,54.0,1009A
116.2296,40.217,37,80.0,1.0,69.0,9.0,1.0,81.0,1010A
116.3966,39.9821,37,91.0,1.0,64.0,9.0,1.1,94.0,1011A
116.184,39.9136,37,89.0,1.0,53.0,11.0,0.9,85.0,1012A
115.9718,40.4529,37,42.0,3.0,19.0,34.0,0.7,83.0,3281A
117.0709,40.1465,37,57.0,3.0,39.0,31.0,0.6,43.0,3417A
116.8336,40.4095,37,50.0,1.0,42.0,18.0,0.6,56.0,3418A
116.088,39.9726,37,73.0,3.0,42.0,15.0,0.9,85.0,3671A
116.1541,39.8204,37,87.0,1.0,53.0,12.0,0.7,82.0,3672A
116.6804,39.9081,37,62.0,3.0,41.0,24.0,0.5,46.0,3673A
115.9577,39.7603,37,102.0,1.0,54.0,17.0,0.7,86.0,3674A
116.4672,39.7733,37,62.0,1.0,41.0,17.0,0.5,50.0,3675A
115.986,40.4563,37,43.0,3.0,22.0,36.0,0.8,80.0,3694A
116.6151,40.3053,37,55.0,1.0,44.0,13.0,0.7,59.0,3695A
116.2545,39.8768,37,101.0,1.0,54.0,13.0,0.7,93.0,3696A
116.84,40.3844,37,49.0,5.0,37.0,18.0,0.5,57.0,3697A
116.3621,39.8784,38,62.0,3.0,49.0,28.0,0.6,69.0,1001A
116.2202,40.2915,38,70.0,1.0,57.0,14.0,0.9,76.0,1002A
116.4174,39.9289,38,59.0,1.0,35.0,40.0,0.8,76.0,1003A
116.4072,39.8863,38,56.0,3.0,48.0,30.0,0.7,68.0,1004A
116.462,39.9365,38,64.0,2.0,34.0,27.0,0.9,72.0,1005A
116.3392,39.9295,38,73.0,5.0,51.0,19.0,0.9,80.0,1006A
116.2878,39.9611,38,84.0,3.0,61.0,12.0,1.0,75.0,1007A
116.6636,40.135,38,58.0,2.0,44.0,18.0,0.6,48.0,1008A
116.6275,40.3275,38,61.0,1.0,52.0,14.0,0.7,65.0,1009A
116.2296,40.217,38,78.0,1.0,68.0,12.0,1.0,86.0,1010A
116.3966,39.9821,38,78.0,1.0,67.0,12.0,1.0,94.0,1011A
116.184,39.9136,38,80.0,1.0,56.0,19.0,0.8,89.0,1012A
115.9718,40.4529,38,49.0,3.0,18.0,39.0,0.7,86.0,3281A
117.0709,40.1465,38,47.0,2.0,38.0,32.0,0.6,43.0,3417A
116.8336,40.4095,38,47.0,1.0,43.0,25.0,0.6,68.0,3418A
116.088,39.9726,38,68.0,3.0,40.0,25.0,0.8,88.0,3671A
116.1541,39.8204,38,91.0,1.0,53.0,22.0,0.7,84.0,3672A
116.6804,39.9081,38,57.0,2.0,42.0,24.0,0.6,48.0,3673A
115.9577,39.7603,38,95.0,1.0,54.0,26.0,0.7,90.0,3674A
116.4672,39.7733,38,40.0,3.0,36.0,24.0,0.5,53.0,3675A
115.986,40.4563,38,53.0,3.0,22.0,39.0,0.8,82.0,3694A
116.6151,40.3053,38,59.0,1.0,45.0,15.0,0.7,68.0,3695A
116.2545,39.8768,38,66.0,2.0,45.0,30.0,0.7,87.0,3696A
116.84,40.3844,38,49.0,5.0,43.0,21.0,0.6,67.0,3697A
116.3621,39.8784,39,64.0,3.0,48.0,33.0,0.5,70.0,1001A
116.2202,40.2915,39,73.0,1.0,61.0,16.0,0.9,78.0,1002A
116.4174,39.9289,39,62.0,1.0,36.0,44.0,0.7,74.0,1003A
116.4072,39.8863,39,64.0,3.0,50.0,33.0,0.7,68.0,1004A
116.462,39.9365,39,61.0,2.0,33.0,32.0,0.7,66.0,1005A
116.3392,39.9295,39,64.0,5.0,39.0,35.0,0.7,77.0,1006A
116.2878,39.9611,39,87.0,3.0,67.0,12.0,0.9,78.0,1007A
116.6636,40.135,39,61.0,2.0,43.0,25.0,0.6,48.0,1008A
116.6275,40.3275,39,68.0,3.0,52.0,15.0,0.6,69.0,1009A
116.2296,40.217,39,74.0,1.0,66.0,15.0,0.9,89.0,1010A
116.3966,39.9821,39,88.0,1.0,69.0,13.0,0.9,95.0,1011A
116.184,39.9136,39,86.0,1.0,62.0,19.0,0.8,90.0,1012A
115.9718,40.4529,39,50.0,3.0,18.0,47.0,0.7,84.0,3281A
117.0709,40.1465,39,35.0,2.0,28.0,45.0,0.6,40.0,3417A
116.8336,40.4095,39,61.0,1.0,43.0,27.0,0.6,74.0,3418A
116.088,39.9726,39,76.0,3.0,47.0,26.0,0.8,88.0,3671A
116.1541,39.8204,39,78.0,1.0,51.0,29.0,0.6,83.0,3672A
116.6804,39.9081,39,49.0,3.0,38.0,28.0,0.5,45.0,3673A
115.9577,39.7603,39,94.0,1.0,56.0,28.0,0.7,92.0,3674A
116.4672,39.7733,39,49.0,2.0,37.0,31.0,0.5,52.0,3675A
115.986,40.4563,39,51.0,3.0,22.0,47.0,0.8,80.0,3694A
116.6151,40.3053,39,64.0,1.0,47.0,15.0,0.7,70.0,3695A
116.2545,39.8768,39,76.0,2.0,46.0,35.0,0.6,83.0,3696A
116.84,40.3844,39,60.0,5.0,48.0,20.0,0.6,69.0,3697A
116.3621,39.8784,40,62.0,3.0,52.0,28.0,0.5,64.0,1001A
116.2202,40.2915,40,74.0,1.0,71.0,15.0,0.8,78.0,1002A
116.4174,39.9289,40,64.0,1.0,45.0,35.0,0.7,70.0,1003A
116.4072,39.8863,40,64.0,3.0,55.0,28.0,0.7,64.0,1004A
116.462,39.9365,40,66.0,2.0,38.0,26.0,0.6,63.0,1005A
116.3392,39.9295,40,68.0,5.0,41.0,35.0,0.7,77.0,1006A
116.2878,39.9611,40,88.0,3.0,71.0,7.0,0.9,80.0,1007A
116.6636,40.135,40,57.0,2.0,43.0,26.0,0.6,47.0,1008A
116.6275,40.3275,40,70.0,3.0,59.0,13.0,0.6,75.0,1009A
116.2296,40.217,40,73.0,3.0,66.0,15.0,0.9,93.0,1010A
116.3966,39.9821,40,83.0,1.0,65.0,17.0,0.8,91.0,1011A
116.184,39.9136,40,87.0,1.0,65.0,19.0,0.7,88.0,1012A
115.9718,40.4529,40,59.0,3.0,21.0,48.0,0.7,82.0,3281A
117.0709,40.1465,40,29.0,2.0,25.0,51.0,0.5,37.0,3417A
116.8336,40.4095,40,66.0,3.0,47.0,25.0,0.6,77.0,3418A
116.088,39.9726,40,90.0,3.0,61.0,16.0,0.9,90.0,3671A
116.1541,39.8204,40,78.0,1.0,48.0,32.0,0.6,78.0,3672A
116.6804,39.9081,40,55.0,3.0,42.0,24.0,0.6,50.0,3673A
115.9577,39.7603,40,87.0,1.0,62.0,29.0,0.7,91.0,3674A
116.4672,39.7733,40,62.0,1.0,32.0,37.0,0.5,48.0,3675A
115.986,40.4563,40,53.0,3.0,22.0,51.0,0.8,78.0,3694A
116.6151,40.3053,40,66.0,1.0,53.0,15.0,0.7,76.0,3695A
116.2545,39.8768,40,78.0,2.0,45.0,35.0,0.6,81.0,3696A
116.84,40.3844,40,60.0,5.0,51.0,17.0,0.6,68.0,3697A
116.3621,39.8784,41,64.0,2.0,54.0,20.0,0.5,59.0,1001A
116.2202,40.2915,41,76.0,3.0,67.0,10.0,0.8,76.0,1002A
116.4174,39.9289,41,62.0,3.0,52.0,25.0,0.7,63.0,1003A
116.4072,39.8863,41,59.0,2.0,49.0,22.0,0.6,61.0,1004A
116.462,39.9365,41,65.0,1.0,45.0,17.0,0.6,63.0,1005A
116.3392,39.9295,41,73.0,4.0,50.0,24.0,0.7,77.0,1006A
116.2878,39.9611,41,91.0,2.0,78.0,2.0,0.9,82.0,1007A
116.6636,40.135,41,45.0,2.0,48.0,20.0,0.6,44.0,1008A
116.6275,40.3275,41,69.0,3.0,57.0,20.0,0.6,84.0,1009A
116.2296,40.217,41,75.0,3.0,75.0,6.0,0.9,92.0,1010A
116.3966,39.9821,41,76.0,1.0,69.0,11.0,0.7,87.0,1011A
116.184,39.9136,41,90.0,3.0,64.0,20.0,0.6,85.0,1012A
115.9718,40.4529,41,55.0,3.0,29.0,33.0,0.7,78.0,3281A
117.0709,40.1465,41,35.0,2.0,24.0,50.0,0.7,36.0,3417A
116.8336,40.4095,41,62.0,3.0,45.0,25.0,0.6,77.0,3418A
116.088,39.9726,41,90.0,3.0,66.0,11.0,0.8,93.0,3671A
116.1541,39.8204,41,66.0,1.0,43.0,29.0,0.6,74.0,3672A
116.6804,39.9081,41,67.0,2.0,58.0,12.0,0.6,56.0,3673A
115.9577,39.7603,41,118.0,1.0,64.0,22.0,0.6,85.0,3674A
116.4672,39.7733,41,67.0,1.0,40.0,25.0,0.6,51.0,3675A
115.986,40.4563,41,57.0,3.0,34.0,30.0,0.8,75.0,3694A
116.6151,40.3053,41,69.0,3.0,54.0,18.0,0.7,79.0,3695A
116.2545,39.8768,41,75.0,1.0,51.0,22.0,0.6,74.0,3696A
116.84,40.3844,41,65.0,4.0,46.0,23.0,0.6,75.0,3697A
116.3621,39.8784,42,62.0,2.0,58.0,9.0,0.5,56.0,1001A
116.2202,40.2915,42,77.0,3.0,73.0,2.0,0.8,77.0,1002A
116.4174,39.9289,42,70.0,3.0,56.0,18.0,0.7,63.0,1003A
116.4072,39.8863,42,50.0,1.0,42.0,6.0,0.6,60.0,1004A
116.462,39.9365,42,65.0,1.0,52.0,5.0,0.7,58.0,1005A
116.3392,39.9295,42,76.0,5.0,59.0,11.0,0.7,74.0,1006A
116.2878,39.9611,42,95.0,2.0,74.0,2.0,0.9,81.0,1007A
116.6636,40.135,42,60.0,2.0,57.0,10.0,0.6,45.0,1008A
116.6275,40.3275,42,71.0,3.0,63.0,14.0,0.7,86.0,1009A
116.2296,40.217,42,79.0,3.0,77.0,2.0,0.9,95.0,1010A
116.3966,39.9821,42,73.0,3.0,70.0,7.0,0.7,79.0,1011A
116.184,39.9136,42,103.0,1.0,79.0,5.0,0.7,90.0,1012A
115.9718,40.4529,42,61.0,3.0,45.0,9.0,0.8,76.0,3281A
117.0709,40.1465,42,36.0,1.0,35.0,17.0,0.6,36.0,3417A
116.8336,40.4095,42,64.0,3.0,44.0,25.0,0.6,75.0,3418A
116.088,39.9726,42,87.0,3.0,62.0,1.0,0.9,95.0,3671A
116.1541,39.8204,42,64.0,3.0,50.0,28.0,0.6,76.0,3672A
116.6804,39.9081,42,74.0,1.0,68.0,2.0,0.6,60.0,3673A
115.9577,39.7603,42,129.0,1.0,64.0,11.0,0.7,103.0,3674A
116.4672,39.7733,42,63.0,3.0,55.0,11.0,0.6,53.0,3675A
115.986,40.4563,42,56.0,3.0,43.0,12.0,0.9,74.0,3694A
116.6151,40.3053,42,73.0,3.0,55.0,9.0,0.7,73.0,3695A
116.2545,39.8768,42,67.0,1.0,67.0,3.0,0.7,71.0,3696A
116.84,40.3844,42,61.0,4.0,36.0,31.0,0.5,75.0,3697A
116.3621,39.8784,43,59.0,2.0,57.0,8.0,0.5,52.0,1001A
116.2202,40.2915,43,80.0,3.0,66.0,4.0,0.8,78.0,1002A
116.4174,39.9289,43,69.0,3.0,58.0,13.0,0.7,59.0,1003A
116.4072,39.8863,43,52.0,1.0,49.0,1.0,0.8,57.0,1004A
116.462,39.9365,43,68.0,1.0,52.0,1.0,0.8,59.0,1005A
116.3392,39.9295,43,75.0,4.0,61.0,5.0,0.7,66.0,1006A
116.2878,39.9611,43,89.0,2.0,65.0,10.0,0.8,82.0,1007A
116.6636,40.135,43,80.0,1.0,62.0,3.0,0.7,49.0,1008A
116.6275,40.3275,43,72.0,3.0,60.0,6.0,0.6,66.0,1009A
116.2296,40.217,43,83.0,3.0,79.0,2.0,0.9,94.0,1010A
116.3966,39.9821,43,64.0,1.0,70.0,6.0,0.7,64.0,1011A
116.184,39.9136,43,90.0,1.0,77.0,4.0,0.7,77.0,1012A
115.9718,40.4529,43,69.0,3.0,43.0,10.0,0.8,76.0,3281A
117.0709,40.1465,43,33.0,1.0,38.0,4.0,0.7,35.0,3417A
116.8336,40.4095,43,74.0,3.0,46.0,20.0,0.6,80.0,3418A
116.088,39.9726,43,89.0,3.0,60.0,1.0,0.9,98.0,3671A
116.1541,39.8204,43,83.0,3.0,73.0,2.0,0.7,70.0,3672A
115.9577,39.7603,43,98.0,1.0,58.0,9.0,0.7,99.0,3674A
116.4672,39.7733,43,83.0,3.0,65.0,1.0,0.7,58.0,3675A
115.986,40.4563,43,59.0,3.0,43.0,10.0,0.9,72.0,3694A
116.6151,40.3053,43,59.0,1.0,52.0,8.0,0.7,59.0,3695A
116.84,40.3844,43,66.0,4.0,41.0,23.0,0.5,74.0,3697A
116.2202,40.2915,44,80.0,3.0,64.0,2.0,0.8,79.0,1002A
116.4174,39.9289,44,87.0,3.0,74.0,1.0,0.8,59.0,1003A
116.462,39.9365,44,83.0,1.0,54.0,1.0,0.8,67.0,1005A
116.3392,39.9295,44,68.0,4.0,57.0,5.0,0.7,58.0,1006A
116.6636,40.135,44,77.0,2.0,60.0,3.0,0.7,51.0,1008A
116.6275,40.3275,44,61.0,1.0,51.0,12.0,0.6,55.0,1009A
116.2296,40.217,44,81.0,3.0,75.0,2.0,0.9,86.0,1010A
116.3966,39.9821,44,66.0,1.0,62.0,13.0,0.7,68.0,1011A
115.9718,40.4529,44,61.0,3.0,39.0,11.0,0.8,74.0,3281A
117.0709,40.1465,44,47.0,3.0,35.0,2.0,0.7,36.0,3417A
116.8336,40.4095,44,79.0,3.0,48.0,14.0,0.6,79.0,3418A
116.088,39.9726,44,90.0,3.0,58.0,1.0,1.0,100.0,3671A
115.9577,39.7603,44,103.0,1.0,46.0,9.0,0.7,94.0,3674A
116.4672,39.7733,44,75.0,3.0,49.0,1.0,0.7,58.0,3675A
115.986,40.4563,44,53.0,3.0,40.0,11.0,0.9,71.0,3694A
116.6151,40.3053,44,57.0,1.0,45.0,11.0,0.6,53.0,3695A
116.2545,39.8768,44,74.0,1.0,65.0,2.0,0.7,61.0,3696A
116.84,40.3844,44,69.0,4.0,40.0,25.0,0.6,79.0,3697A
116.4174,39.9289,45,88.0,3.0,71.0,1.0,0.8,67.0,1003A
116.462,39.9365,45,72.0,1.0,48.0,1.0,0.8,65.0,1005A
116.2878,39.9611,45,72.0,2.0,66.0,1.0,0.7,60.0,1007A
116.6636,40.135,45,65.0,1.0,59.0,2.0,0.6,52.0,1008A
116.6275,40.3275,45,60.0,1.0,52.0,10.0,0.6,56.0,1009A
116.2296,40.217,45,71.0,3.0,65.0,4.0,0.7,73.0,1010A
116.3966,39.9821,45,73.0,1.0,70.0,7.0,0.8,69.0,1011A
115.9718,40.4529,45,64.0,3.0,39.0,9.0,0.8,68.0,3281A
117.0709,40.1465,45,64.0,1.0,38.0,2.0,0.8,40.0,3417A
116.8336,40.4095,45,63.0,3.0,37.0,15.0,0.6,63.0,3418A
116.088,39.9726,45,87.0,3.0,65.0,1.0,0.8,83.0,3671A
115.9577,39.7603,45,81.0,3.0,38.0,11.0,0.6,86.0,3674A
116.4672,39.7733,45,59.0,3.0,37.0,1.0,0.7,52.0,3675A
115.986,40.4563,45,53.0,3.0,34.0,8.0,0.9,66.0,3694A
116.6151,40.3053,45,59.0,1.0,47.0,7.0,0.6,53.0,3695A
116.84,40.3844,45,66.0,4.0,42.0,14.0,0.6,70.0,3697A
116.2202,40.2915,46,78.0,3.0,63.0,1.0,0.8,75.0,1002A
116.4174,39.9289,46,85.0,3.0,68.0,1.0,0.8,71.0,1003A
116.3392,39.9295,46,85.0,4.0,63.0,1.0,0.8,74.0,1006A
116.2878,39.9611,46,74.0,3.0,65.0,1.0,0.7,62.0,1007A
116.6636,40.135,46,71.0,2.0,59.0,2.0,0.7,53.0,1008A
116.6275,40.3275,46,65.0,1.0,56.0,3.0,0.6,57.0,1009A
116.2296,40.217,46,60.0,3.0,59.0,4.0,0.7,65.0,1010A
116.3966,39.9821,46,83.0,1.0,68.0,7.0,0.7,77.0,1011A
115.9718,40.4529,46,61.0,3.0,32.0,11.0,0.8,58.0,3281A
117.0709,40.1465,46,62.0,1.0,33.0,4.0,0.7,38.0,3417A
116.8336,40.4095,46,57.0,3.0,30.0,18.0,0.5,56.0,3418A
116.088,39.9726,46,96.0,3.0,51.0,1.0,0.9,93.0,3671A
115.9577,39.7603,46,74.0,3.0,35.0,8.0,0.6,85.0,3674A
116.4672,39.7733,46,56.0,3.0,37.0,1.0,0.8,51.0,3675A
115.986,40.4563,46,51.0,3.0,34.0,7.0,0.9,63.0,3694A
116.6151,40.3053,46,67.0,1.0,48.0,2.0,0.6,54.0,3695A
116.84,40.3844,46,57.0,4.0,37.0,14.0,0.5,57.0,3697A
116.4174,39.9289,47,85.0,3.0,68.0,1.0,0.9,73.0,1003A
116.2878,39.9611,47,79.0,2.0,62.0,1.0,0.8,62.0,1007A
116.2296,40.217,47,56.0,3.0,59.0,4.0,0.7,62.0,1010A
116.3966,39.9821,47,79.0,1.0,66.0,7.0,0.8,84.0,1011A
115.9718,40.4529,47,56.0,3.0,27.0,10.0,0.8,52.0,3281A
117.0709,40.1465,47,40.0,1.0,24.0,10.0,0.6,38.0,3417A
116.8336,40.4095,47,53.0,3.0,35.0,12.0,0.5,56.0,3418A
115.9577,39.7603,47,75.0,3.0,30.0,9.0,0.6,89.0,3674A
116.4672,39.7733,47,53.0,3.0,33.0,1.0,0.8,49.0,3675A
115.986,40.4563,47,49.0,2.0,27.0,4.0,0.9,57.0,3694A
116.84,40.3844,47,52.0,4.0,39.0,10.0,0.5,55.0,3697A
116.2202,40.2915,48,68.0,3.0,58.0,1.0,0.7,65.0,1002A
116.6275,40.3275,48,68.0,1.0,59.0,1.0,0.6,61.0,1009A
116.2296,40.217,48,62.0,1.0,61.0,2.0,0.7,64.0,1010A
116.3966,39.9821,48,76.0,1.0,64.0,7.0,0.9,77.0,1011A
115.9718,40.4529,48,53.0,3.0,29.0,3.0,0.8,47.0,3281A
117.0709,40.1465,48,40.0,3.0,20.0,9.0,0.6,37.0,3417A
116.8336,40.4095,48,53.0,3.0,34.0,11.0,0.5,57.0,3418A
115.9577,39.7603,48,71.0,3.0,25.0,9.0,0.6,88.0,3674A
116.4672,39.7733,48,51.0,3.0,28.0,1.0,0.8,48.0,3675A
115.986,40.4563,48,54.0,3.0,25.0,2.0,0.9,55.0,3694A
116.6151,40.3053,48,63.0,2.0,51.0,1.0,0.6,58.0,3695A
116.84,40.3844,48,55.0,4.0,44.0,2.0,0.5,54.0,3697A
116.6275,40.3275,49,69.0,2.0,51.0,5.0,0.6,63.0,1009A
116.2296,40.217,49,64.0,1.0,63.0,2.0,0.7,61.0,1010A
116.3966,39.9821,49,76.0,1.0,59.0,7.0,0.9,76.0,1011A
115.9718,40.4529,49,49.0,3.0,37.0,2.0,0.8,44.0,3281A
117.0709,40.1465,49,39.0,1.0,17.0,7.0,0.6,34.0,3417A
116.8336,40.4095,49,58.0,3.0,33.0,7.0,0.5,57.0,3418A
115.9577,39.7603,49,65.0,3.0,22.0,8.0,0.6,87.0,3674A
116.4672,39.7733,49,69.0,3.0,39.0,1.0,0.9,54.0,3675A
115.986,40.4563,49,47.0,3.0,31.0,2.0,0.9,53.0,3694A
116.6151,40.3053,49,67.0,2.0,49.0,1.0,0.6,59.0,3695A
116.84,40.3844,49,58.0,5.0,46.0,2.0,0.5,56.0,3697A
116.6275,40.3275,50,67.0,2.0,49.0,5.0,0.5,62.0,1009A
116.2296,40.217,50,66.0,1.0,64.0,1.0,0.7,60.0,1010A
116.3966,39.9821,50,88.0,2.0,60.0,6.0,0.9,85.0,1011A
115.9718,40.4529,50,47.0,3.0,36.0,2.0,0.7,44.0,3281A
117.0709,40.1465,50,34.0,3.0,15.0,10.0,0.5,32.0,3417A
116.8336,40.4095,50,58.0,3.0,29.0,6.0,0.5,58.0,3418A
115.9577,39.7603,50,65.0,3.0,21.0,6.0,0.6,90.0,3674A
116.4672,39.7733,50,75.0,1.0,42.0,1.0,0.9,59.0,3675A
115.986,40.4563,50,50.0,3.0,29.0,2.0,0.9,54.0,3694A
116.6151,40.3053,50,60.0,2.0,46.0,2.0,0.6,59.0,3695A
116.84,40.3844,50,60.0,6.0,44.0,2.0,0.5,59.0,3697A
116.6275,40.3275,51,60.0,1.0,47.0,4.0,0.5,63.0,1009A
116.2296,40.217,51,66.0,1.0,62.0,1.0,0.7,60.0,1010A
116.3966,39.9821,51,79.0,2.0,58.0,6.0,0.9,91.0,1011A
115.9718,40.4529,51,46.0,3.0,33.0,4.0,0.7,50.0,3281A
117.0709,40.1465,51,32.0,3.0,12.0,9.0,0.5,31.0,3417A
116.8336,40.4095,51,54.0,3.0,30.0,5.0,0.5,60.0,3418A
115.9577,39.7603,51,63.0,3.0,17.0,5.0,0.6,89.0,3674A
116.4672,39.7733,51,78.0,1.0,43.0,1.0,0.9,64.0,3675A
115.986,40.4563,51,47.0,3.0,25.0,2.0,0.9,57.0,3694A
116.84,40.3844,51,67.0,5.0,47.0,1.0,0.5,62.0,3697A
116.2202,40.2915,52,49.0,3.0,37.0,7.0,0.7,69.0,1002A
116.6275,40.3275,52,58.0,1.0,47.0,4.0,0.5,65.0,1009A
116.2296,40.217,52,66.0,1.0,61.0,1.0,0.7,62.0,1010A
116.3966,39.9821,52,78.0,2.0,56.0,6.0,0.9,88.0,1011A
115.9718,40.4529,52,50.0,3.0,27.0,15.0,0.7,61.0,3281A
117.0709,40.1465,52,28.0,3.0,14.0,10.0,0.5,31.0,3417A
116.8336,40.4095,52,50.0,3.0,28.0,2.0,0.5,57.0,3418A
116.088,39.9726,52,78.0,3.0,34.0,4.0,0.6,85.0,3671A
115.9577,39.7603,52,59.0,3.0,16.0,5.0,0.6,86.0,3674A
116.4672,39.7733,52,82.0,1.0,46.0,1.0,0.8,69.0,3675A
115.986,40.4563,52,47.0,3.0,28.0,10.0,0.8,60.0,3694A
116.84,40.3844,52,62.0,5.0,48.0,1.0,0.5,62.0,3697A
116.2202,40.2915,53,52.0,3.0,33.0,12.0,0.7,70.0,1002A
116.6275,40.3275,53,60.0,1.0,44.0,4.0,0.6,65.0,1009A
116.2296,40.217,53,62.0,3.0,57.0,1.0,0.7,65.0,1010A
116.3966,39.9821,53,84.0,2.0,53.0,6.0,0.9,82.0,1011A
115.9718,40.4529,53,51.0,3.0,23.0,20.0,0.7,63.0,3281A
117.0709,40.1465,53,34.0,3.0,14.0,8.0,0.5,32.0,3417A
116.8336,40.4095,53,51.0,3.0,25.0,1.0,0.5,56.0,3418A
116.088,39.9726,53,65.0,3.0,30.0,10.0,0.6,92.0,3671A
115.9577,39.7603,53,64.0,3.0,16.0,4.0,0.6,83.0,3674A
116.4672,39.7733,53,83.0,1.0,46.0,1.0,0.8,71.0,3675A
115.986,40.4563,53,48.0,2.0,25.0,22.0,0.7,59.0,3694A
116.6151,40.3053,53,57.0,1.0,37.0,1.0,0.6,62.0,3695A
116.2202,40.2915,54,49.0,3.0,28.0,14.0,0.6,70.0,1002A
116.2296,40.217,54,57.0,3.0,41.0,5.0,0.7,86.0,1010A
116.3966,39.9821,54,80.0,2.0,56.0,6.0,0.9,84.0,1011A
116.184,39.9136,54,76.0,3.0,40.0,3.0,0.6,101.0,1012A
115.9718,40.4529,54,57.0,3.0,22.0,20.0,0.6,68.0,3281A
117.0709,40.1465,54,35.0,3.0,18.0,4.0,0.5,33.0,3417A
116.088,39.9726,54,55.0,3.0,25.0,13.0,0.5,89.0,3671A
115.9577,39.7603,54,64.0,3.0,18.0,2.0,0.7,80.0,3674A
116.4672,39.7733,54,85.0,1.0,45.0,1.0,0.8,76.0,3675A
115.986,40.4563,54,49.0,2.0,26.0,21.0,0.7,58.0,3694A
116.2202,40.2915,55,52.0,3.0,26.0,12.0,0.6,71.0,1002A
116.2296,40.217,55,57.0,3.0,52.0,2.0,0.7,85.0,1010A
116.3966,39.9821,55,81.0,3.0,59.0,6.0,0.9,83.0,1011A
116.184,39.9136,55,73.0,3.0,38.0,4.0,0.6,97.0,1012A
115.9718,40.4529,55,59.0,3.0,22.0,19.0,0.6,71.0,3281A
117.0709,40.1465,55,40.0,3.0,17.0,1.0,0.5,32.0,3417A
116.8336,40.4095,55,56.0,3.0,28.0,1.0,0.5,57.0,3418A
116.088,39.9726,55,52.0,3.0,22.0,14.0,0.5,84.0,3671A
115.9577,39.7603,55,62.0,3.0,18.0,2.0,0.7,78.0,3674A
115.986,40.4563,55,52.0,3.0,24.0,19.0,0.7,59.0,3694A
116.3621,39.8784,56,89.0,2.0,61.0,1.0,0.8,82.0,1001A
116.2202,40.2915,56,53.0,3.0,22.0,7.0,0.6,68.0,1002A
116.4174,39.9289,56,93.0,3.0,64.0,2.0,1.0,83.0,1003A
116.462,39.9365,56,98.0,2.0,30.0,1.0,0.9,79.0,1005A
116.2878,39.9611,56,79.0,2.0,52.0,4.0,0.7,85.0,1007A
116.6636,40.135,56,56.0,1.0,36.0,3.0,0.6,52.0,1008A
116.6275,40.3275,56,66.0,3.0,36.0,1.0,0.7,59.0,1009A
116.2296,40.217,56,56.0,3.0,40.0,5.0,0.8,82.0,1010A
116.3966,39.9821,56,78.0,2.0,56.0,7.0,0.9,87.0,1011A
116.184,39.9136,56,81.0,3.0,39.0,3.0,0.7,92.0,1012A
115.9718,40.4529,56,63.0,3.0,23.0,18.0,0.7,73.0,3281A
117.0709,40.1465,56,45.0,1.0,21.0,3.0,0.6,35.0,3417A
116.8336,40.4095,56,59.0,3.0,26.0,3.0,0.6,58.0,3418A
116.088,39.9726,56,51.0,3.0,20.0,14.0,0.5,79.0,3671A
116.1541,39.8204,56,71.0,3.0,32.0,2.0,0.6,71.0,3672A
115.9577,39.7603,56,81.0,1.0,21.0,3.0,1.1,77.0,3674A
116.4672,39.7733,56,85.0,3.0,48.0,1.0,0.9,85.0,3675A
115.986,40.4563,56,61.0,2.0,25.0,18.0,0.8,60.0,3694A
116.6151,40.3053,56,59.0,3.0,24.0,5.0,0.6,62.0,3695A
116.2545,39.8768,56,100.0,3.0,52.0,1.0,0.9,83.0,3696A
116.84,40.3844,56,74.0,5.0,41.0,3.0,0.6,71.0,3697A
116.3621,39.8784,57,87.0,2.0,55.0,8.0,0.7,96.0,1001A
116.2202,40.2915,57,58.0,3.0,19.0,18.0,0.6,72.0,1002A
116.4174,39.9289,57,98.0,3.0,56.0,8.0,0.9,98.0,1003A
116.4072,39.8863,57,95.0,2.0,62.0,1.0,1.1,87.0,1004A
116.462,39.9365,57,102.0,2.0,37.0,3.0,0.9,85.0,1005A
116.3392,39.9295,57,82.0,4.0,48.0,6.0,0.9,99.0,1006A
116.2878,39.9611,57,84.0,2.0,48.0,9.0,0.7,88.0,1007A
116.6636,40.135,57,62.0,1.0,36.0,9.0,0.6,58.0,1008A
116.6275,40.3275,57,74.0,1.0,36.0,6.0,0.8,65.0,1009A
116.2296,40.217,57,62.0,1.0,40.0,10.0,0.8,80.0,1010A
116.3966,39.9821,57,78.0,1.0,50.0,14.0,0.7,103.0,1011A
116.184,39.9136,57,87.0,3.0,40.0,7.0,0.7,89.0,1012A
115.9718,40.4529,57,62.0,3.0,20.0,23.0,0.7,74.0,3281A
117.0709,40.1465,57,57.0,1.0,23.0,7.0,0.6,44.0,3417A
