,x,y,t,ELEV,DEWP,STP,z,dataset
0,121.7,50.45,0,733.0,-27.83,935.7,-23.94,train
1,123.7166666,49.2,0,288.0,-19.06,988.6,-15.67,train
2,116.8166666,48.6833333,0,556.7,-25.44,960.0,-21.94,train
3,121.9166666,48.7666666,0,739.0,-26.78,934.1,-21.61,test
4,119.9333333,47.1666666,0,997.0,-31.06,905.9,-27.11,test
5,116.9666666,45.5166666,0,840.0,-25.83,928.8,-21.28,train
6,101.0666666,41.95,0,941.0,-19.28,917.1,-9.39,test
7,102.3666666,41.3666666,0,960.0,-18.06,999.9,-9.17,train
8,104.5,40.75,0,1329.0,-18.61,872.6,-9.22,train
9,112.0,43.65,0,966.0,-25.83,914.3,-17.0,test
10,114.15,44.6166666,0,1183.0,-25.78,999.9,-19.67,train
11,110.1333333,42.5333333,0,1223.0,-23.39,883.1,-12.28,train
12,115.0,44.0166666,0,1147.7,-24.11,891.4,-19.72,test
13,106.3833333,41.45,0,1510.0,-19.39,852.3,-12.56,test
14,112.9,42.4,0,1152.0,-25.0,891.6,-14.39,train
15,108.5166666,41.5666666,0,1290.0,-20.83,875.6,-9.89,train
16,110.4333333,41.7,0,1377.0,-22.28,999.9,-11.17,train
17,114.0,41.9,0,1484.0,-23.89,853.1,-13.78,test
18,111.824103,40.851422,0,1083.86,-19.39,890.6,-7.89,train
19,113.0666666,41.0333333,0,1416.0,-22.72,999.9,-9.72,train
20,105.75,39.7833333,0,1143.0,-18.39,906.1,-6.94,test
21,107.4,40.7666666,0,1041.0,-18.33,903.6,-7.39,train
22,107.9833333,39.1,0,1381.0,-18.11,865.0,-6.78,train
23,109.9833333,39.8333333,0,1459.0,-16.61,856.0,-6.22,test
24,117.6,44.5833333,0,997.0,-27.94,908.2,-24.06,train
25,120.9,44.5666666,0,266.0,-24.56,995.7,-13.5,train
26,119.4,43.9833333,0,485.0,-23.78,969.3,-13.67,test
27,116.1166666,43.95,0,1004.0,-26.22,908.6,-21.56,train
28,118.0333333,43.6333333,0,825.4,-26.39,999.9,-17.17,test
29,122.2666666,43.6,0,180.0,-23.89,1006.8,-13.83,train
30,116.4666666,42.1833333,0,1247.0,-24.11,879.9,-16.22,train
31,118.8333333,42.3,0,567.0,-23.06,948.3,-12.44,train
32,120.7,42.3333333,0,401.0,-23.94,979.8,-10.0,train
33,121.7,50.45,1,733.0,-30.44,939.1,-26.61,train
34,123.7166666,49.2,1,288.0,-22.28,992.4,-17.44,train
35,116.8166666,48.6833333,1,556.7,-22.39,964.8,-18.78,test
36,121.9166666,48.7666666,1,739.0,-24.28,937.9,-19.78,train
37,119.9333333,47.1666666,1,997.0,-26.83,910.0,-23.11,test
38,116.9666666,45.5166666,1,840.0,-24.0,934.4,-19.5,train
39,101.0666666,41.95,1,941.0,-21.0,924.3,-11.5,train
40,102.3666666,41.3666666,1,960.0,-21.5,999.9,-12.28,test
41,104.5,40.75,1,1329.0,-21.67,878.8,-12.78,train
42,112.0,43.65,1,966.0,-26.44,922.5,-19.39,train
43,114.15,44.6166666,1,1183.0,-26.28,999.9,-20.67,train
44,110.1333333,42.5333333,1,1223.0,-25.67,892.0,-16.89,train
45,115.0,44.0166666,1,1147.7,-25.11,898.3,-20.61,train
46,106.3833333,41.45,1,1510.0,-23.56,858.9,-15.67,test
47,112.9,42.4,1,1152.0,-25.39,900.3,-17.33,train
48,108.5166666,41.5666666,1,1290.0,-22.78,884.2,-13.94,train
49,110.4333333,41.7,1,1377.0,-25.39,999.9,-16.28,train
50,114.0,41.9,1,1484.0,-24.78,860.5,-18.06,train
51,111.824103,40.851422,1,1083.86,-22.17,898.6,-11.33,test
52,113.0666666,41.0333333,1,1416.0,-24.61,999.9,-14.78,test
53,105.75,39.7833333,1,1143.0,-21.11,913.1,-9.61,train
54,107.4,40.7666666,1,1041.0,-22.56,912.6,-10.22,train
55,107.9833333,39.1,1,1381.0,-20.17,871.3,-10.06,test
56,109.9833333,39.8333333,1,1459.0,-20.39,862.4,-11.11,train
57,117.6,44.5833333,1,997.0,-23.89,914.1,-19.28,test
58,120.9,44.5666666,1,266.0,-21.61,1000.2,-11.5,train
59,119.4,43.9833333,1,485.0,-21.5,973.3,-11.0,test
60,116.1166666,43.95,1,1004.0,-25.28,915.2,-20.11,train
61,118.0333333,43.6333333,1,825.4,-25.06,999.9,-14.83,train
62,122.2666666,43.6,1,180.0,-21.28,1011.2,-12.22,train
63,116.4666666,42.1833333,1,1247.0,-23.94,886.8,-17.5,test
64,118.8333333,42.3,1,567.0,-25.33,953.7,-11.94,train
65,120.7,42.3333333,1,401.0,-24.06,984.2,-9.61,train
66,121.7,50.45,2,733.0,-30.28,941.9,-26.17,test
67,123.7166666,49.2,2,288.0,-27.22,994.6,-22.39,train
68,116.8166666,48.6833333,2,556.7,-23.39,967.3,-19.22,test
69,121.9166666,48.7666666,2,739.0,-23.33,940.8,-18.11,train
70,119.9333333,47.1666666,2,997.0,-28.0,913.0,-24.33,test
71,116.9666666,45.5166666,2,840.0,-24.5,936.1,-19.89,train
72,101.0666666,41.95,2,941.0,-22.56,921.7,-11.83,train
73,102.3666666,41.3666666,2,960.0,-22.67,999.9,-12.39,train
74,104.5,40.75,2,1329.0,-18.89,875.9,-11.83,test
75,112.0,43.65,2,966.0,-28.28,923.9,-20.83,test
76,114.15,44.6166666,2,1183.0,-26.72,999.9,-21.44,test
77,110.1333333,42.5333333,2,1223.0,-26.06,892.2,-17.22,train
78,115.0,44.0166666,2,1147.7,-25.67,900.4,-21.17,test
79,106.3833333,41.45,2,1510.0,-22.89,855.7,-13.06,train
80,112.9,42.4,2,1152.0,-26.33,901.7,-18.0,train
81,108.5166666,41.5666666,2,1290.0,-23.94,882.8,-11.5,test
82,110.4333333,41.7,2,1377.0,-26.39,999.9,-16.56,test
83,114.0,41.9,2,1484.0,-25.78,862.0,-19.0,test
84,111.824103,40.851422,2,1083.86,-24.94,898.9,-10.06,train
85,113.0666666,41.0333333,2,1416.0,-26.94,999.9,-15.72,train
86,105.75,39.7833333,2,1143.0,-20.22,909.9,-10.5,train
87,107.4,40.7666666,2,1041.0,-22.89,911.2,-9.83,train
88,107.9833333,39.1,2,1381.0,-17.78,870.1,-9.0,train
89,109.9833333,39.8333333,2,1459.0,-24.33,862.5,-11.17,train
90,117.6,44.5833333,2,997.0,-24.89,916.2,-20.56,train
91,120.9,44.5666666,2,266.0,-21.5,1001.7,-11.56,train
92,119.4,43.9833333,2,485.0,-21.22,975.1,-11.22,test
93,116.1166666,43.95,2,1004.0,-25.11,917.5,-20.28,train
94,118.0333333,43.6333333,2,825.4,-23.28,999.9,-14.56,test
95,122.2666666,43.6,2,180.0,-21.17,1012.8,-12.39,test
96,116.4666666,42.1833333,2,1247.0,-24.78,888.9,-19.0,train
97,118.8333333,42.3,2,567.0,-22.44,955.0,-11.94,train
98,120.7,42.3333333,2,401.0,-22.06,985.6,-9.61,train
99,121.7,50.45,3,733.0,-32.28,935.1,-28.28,train
100,123.7166666,49.2,3,288.0,-24.72,988.2,-18.56,test
101,116.8166666,48.6833333,3,556.7,-24.11,960.6,-20.33,train
102,121.9166666,48.7666666,3,739.0,-23.94,934.8,-18.56,test
103,119.9333333,47.1666666,3,997.0,-31.94,908.6,-27.83,train
104,116.9666666,45.5166666,3,840.0,-24.89,929.7,-20.0,test
105,101.0666666,41.95,3,941.0,-17.61,914.4,-11.11,test
106,102.3666666,41.3666666,3,960.0,-19.11,999.9,-12.11,train
107,104.5,40.75,3,1329.0,-14.61,869.9,-11.72,train
108,112.0,43.65,3,966.0,-27.22,917.0,-19.28,test
109,114.15,44.6166666,3,1183.0,-24.56,999.9,-18.56,test
110,110.1333333,42.5333333,3,1223.0,-25.94,884.9,-15.94,train
111,115.0,44.0166666,3,1147.7,-25.44,894.0,-20.78,test
112,106.3833333,41.45,3,1510.0,-16.28,849.5,-13.94,train
113,112.9,42.4,3,1152.0,-25.5,894.1,-17.22,test
114,108.5166666,41.5666666,3,1290.0,-14.78,875.8,-10.94,test
115,110.4333333,41.7,3,1377.0,-25.28,999.9,-13.72,train
116,114.0,41.9,3,1484.0,-23.06,855.2,-16.5,train
117,111.824103,40.851422,3,1083.86,-22.78,891.8,-9.67,test
118,113.0666666,41.0333333,3,1416.0,-25.39,999.9,-14.89,train
119,105.75,39.7833333,3,1143.0,-12.78,903.5,-8.22,train
120,107.4,40.7666666,3,1041.0,-13.0,903.6,-8.5,train
121,107.9833333,39.1,3,1381.0,-9.39,863.5,-7.33,train
122,109.9833333,39.8333333,3,1459.0,-11.33,855.9,-8.89,train
123,117.6,44.5833333,3,997.0,-28.39,911.0,-24.61,train
124,120.9,44.5666666,3,266.0,-21.89,995.2,-9.33,train
125,119.4,43.9833333,3,485.0,-22.5,969.7,-11.22,test
126,116.1166666,43.95,3,1004.0,-26.0,911.2,-21.44,train
127,118.0333333,43.6333333,3,825.4,-24.78,999.9,-15.44,train
128,122.2666666,43.6,3,180.0,-21.17,1006.5,-11.61,train
129,116.4666666,42.1833333,3,1247.0,-24.28,882.4,-18.44,train
130,118.8333333,42.3,3,567.0,-23.28,949.2,-10.89,train
131,120.7,42.3333333,3,401.0,-23.11,979.9,-9.33,train
132,121.7,50.45,4,733.0,-32.28,930.5,-28.22,train
133,123.7166666,49.2,4,288.0,-24.56,983.4,-18.72,train
134,116.8166666,48.6833333,4,556.7,-19.0,954.8,-14.22,train
135,121.9166666,48.7666666,4,739.0,-22.61,929.4,-17.72,test
136,119.9333333,47.1666666,4,997.0,-27.33,902.8,-23.83,test
137,116.9666666,45.5166666,4,840.0,-22.39,926.1,-17.0,train
138,101.0666666,41.95,4,941.0,-15.22,915.0,-11.28,train
139,102.3666666,41.3666666,4,960.0,-16.33,999.9,-10.72,test
140,104.5,40.75,4,1329.0,-15.06,868.7,-12.39,test
141,112.0,43.65,4,966.0,-26.61,914.1,-18.67,train
142,114.15,44.6166666,4,1183.0,-24.06,999.9,-18.61,test
143,110.1333333,42.5333333,4,1223.0,-25.67,883.0,-15.11,train
144,115.0,44.0166666,4,1147.7,-24.11,890.8,-19.28,test
145,106.3833333,41.45,4,1510.0,-13.94,848.6,-10.56,train
146,112.9,42.4,4,1152.0,-25.0,892.3,-16.5,test
147,108.5166666,41.5666666,4,1290.0,-17.28,874.2,-10.56,train
148,110.4333333,41.7,4,1377.0,-25.39,999.9,-13.78,test
149,114.0,41.9,4,1484.0,-23.83,853.4,-16.39,test
150,111.824103,40.851422,4,1083.86,-18.56,889.9,-9.44,test
151,113.0666666,41.0333333,4,1416.0,-25.89,999.9,-13.17,train
152,105.75,39.7833333,4,1143.0,-10.28,901.5,-5.5,test
153,107.4,40.7666666,4,1041.0,-12.72,901.7,-6.33,train
154,107.9833333,39.1,4,1381.0,-9.22,862.3,-6.72,test
155,109.9833333,39.8333333,4,1459.0,-13.0,854.5,-8.22,train
156,117.6,44.5833333,4,997.0,-23.44,906.3,-17.83,test
157,120.9,44.5666666,4,266.0,-19.67,990.3,-7.89,train
158,119.4,43.9833333,4,485.0,-20.33,964.6,-9.44,test
159,116.1166666,43.95,4,1004.0,-23.78,907.6,-17.94,train
160,118.0333333,43.6333333,4,825.4,-23.39,999.9,-12.72,test
161,122.2666666,43.6,4,180.0,-19.61,1001.1,-9.44,train
162,116.4666666,42.1833333,4,1247.0,-24.5,879.9,-18.39,test
163,118.8333333,42.3,4,567.0,-23.0,944.4,-8.78,train
164,120.7,42.3333333,4,401.0,-22.56,974.7,-6.78,train
165,121.7,50.45,5,733.0,-32.17,927.4,-28.11,test
166,123.7166666,49.2,5,288.0,-24.67,981.8,-19.72,train
167,116.8166666,48.6833333,5,556.7,-19.22,952.6,-14.67,train
168,121.9166666,48.7666666,5,739.0,-19.56,928.4,-14.33,train
169,119.9333333,47.1666666,5,997.0,-26.72,902.2,-22.89,test
170,116.9666666,45.5166666,5,840.0,-19.72,923.5,-14.17,test
171,101.0666666,41.95,5,941.0,-21.61,918.1,-17.72,test
172,102.3666666,41.3666666,5,960.0,-18.94,999.9,-15.06,train
173,104.5,40.75,5,1329.0,-20.11,872.0,-17.28,train
174,112.0,43.65,5,966.0,-23.06,910.9,-15.17,test
175,114.15,44.6166666,5,1183.0,-20.44,999.9,-14.67,test
176,110.1333333,42.5333333,5,1223.0,-20.89,880.5,-14.83,test
177,115.0,44.0166666,5,1147.7,-20.83,888.6,-15.56,train
178,106.3833333,41.45,5,1510.0,-19.72,850.3,-17.28,test
179,112.9,42.4,5,1152.0,-21.28,889.2,-13.72,train
180,108.5166666,41.5666666,5,1290.0,-17.39,873.5,-13.22,test
181,110.4333333,41.7,5,1377.0,-19.89,999.9,-14.61,train
182,114.0,41.9,5,1484.0,-20.39,851.3,-13.33,test
183,111.824103,40.851422,5,1083.86,-15.67,888.1,-8.06,train
184,113.0666666,41.0333333,5,1416.0,-22.06,999.9,-11.94,train
185,105.75,39.7833333,5,1143.0,-14.89,904.7,-11.11,test
186,107.4,40.7666666,5,1041.0,-14.22,902.1,-10.0,train
187,107.9833333,39.1,5,1381.0,-12.72,862.9,-10.0,train
188,109.9833333,39.8333333,5,1459.0,-12.06,853.2,-9.28,test
189,117.6,44.5833333,5,997.0,-20.39,905.0,-16.0,train
190,120.9,44.5666666,5,266.0,-17.56,989.6,-5.33,train
191,119.4,43.9833333,5,485.0,-17.94,963.8,-6.56,train
192,116.1166666,43.95,5,1004.0,-20.0,905.5,-14.44,train
193,118.0333333,43.6333333,5,825.4,-19.94,999.9,-9.5,test
194,122.2666666,43.6,5,180.0,-17.39,1001.2,-6.33,train
195,116.4666666,42.1833333,5,1247.0,-21.67,877.9,-13.94,train
196,118.8333333,42.3,5,567.0,-18.39,943.9,-6.33,test
197,120.7,42.3333333,5,401.0,-19.44,974.8,-5.94,test
198,121.7,50.45,6,733.0,-26.61,924.3,-23.06,train
199,123.7166666,49.2,6,288.0,-20.89,978.3,-17.33,test
200,116.8166666,48.6833333,6,556.7,-20.33,946.7,-16.44,train
201,121.9166666,48.7666666,6,739.0,-18.67,923.2,-13.17,train
202,119.9333333,47.1666666,6,997.0,-21.56,895.6,-17.67,test
203,116.9666666,45.5166666,6,840.0,-19.17,916.6,-14.94,train
204,101.0666666,41.95,6,941.0,-22.33,919.6,-17.11,train
205,102.3666666,41.3666666,6,960.0,-20.56,999.9,-14.78,test
206,104.5,40.75,6,1329.0,-22.83,874.0,-17.89,train
207,112.0,43.65,6,966.0,-20.61,906.4,-16.28,test
208,114.15,44.6166666,6,1183.0,-22.61,999.9,-18.78,train
209,110.1333333,42.5333333,6,1223.0,-20.28,877.3,-16.44,train
210,115.0,44.0166666,6,1147.7,-22.11,883.3,-18.56,train
211,106.3833333,41.45,6,1510.0,-23.0,851.0,-20.44,train
212,112.9,42.4,6,1152.0,-19.83,885.9,-16.06,test
213,108.5166666,41.5666666,6,1290.0,-21.11,872.8,-15.83,test
214,110.4333333,41.7,6,1377.0,-20.72,999.9,-16.44,test
215,114.0,41.9,6,1484.0,-21.44,847.5,-17.78,test
216,111.824103,40.851422,6,1083.86,-18.11,887.3,-12.39,train
217,113.0666666,41.0333333,6,1416.0,-21.0,999.9,-15.11,train
218,105.75,39.7833333,6,1143.0,-20.33,908.8,-14.28,train
219,107.4,40.7666666,6,1041.0,-21.72,903.6,-14.83,train
220,107.9833333,39.1,6,1381.0,-19.56,865.3,-14.44,test
221,109.9833333,39.8333333,6,1459.0,-19.56,853.7,-15.11,train
222,117.6,44.5833333,6,997.0,-19.22,898.7,-15.44,train
223,120.9,44.5666666,6,266.0,-16.61,983.4,-4.67,train
224,119.4,43.9833333,6,485.0,-17.78,957.7,-6.22,train
225,116.1166666,43.95,6,1004.0,-20.5,900.2,-15.78,train
226,118.0333333,43.6333333,6,825.4,-20.83,999.9,-9.89,train
227,122.2666666,43.6,6,180.0,-14.11,994.3,-4.22,test
228,116.4666666,42.1833333,6,1247.0,-19.83,873.5,-15.56,train
229,118.8333333,42.3,6,567.0,-17.72,938.1,-6.44,train
230,120.7,42.3333333,6,401.0,-17.5,968.2,-4.89,train
231,121.7,50.45,7,733.0,-30.06,921.7,-26.06,train
232,123.7166666,49.2,7,288.0,-20.89,976.3,-17.0,train
233,116.8166666,48.6833333,7,556.7,-21.22,944.3,-17.56,train
234,121.9166666,48.7666666,7,739.0,-21.83,920.3,-16.83,train
235,119.9333333,47.1666666,7,997.0,-23.89,890.8,-20.22,test
236,116.9666666,45.5166666,7,840.0,-20.78,913.5,-17.17,test
237,101.0666666,41.95,7,941.0,-20.56,919.0,-14.17,train
238,102.3666666,41.3666666,7,960.0,-19.44,999.9,-10.94,train
239,104.5,40.75,7,1329.0,-20.0,873.9,-12.5,train
240,112.0,43.65,7,966.0,-18.61,904.8,-14.17,test
241,114.15,44.6166666,7,1183.0,-22.89,999.9,-18.83,test
242,110.1333333,42.5333333,7,1223.0,-19.72,877.6,-15.5,train
243,115.0,44.0166666,7,1147.7,-21.67,879.5,-18.22,train
244,106.3833333,41.45,7,1510.0,-21.89,851.7,-18.61,test
245,112.9,42.4,7,1152.0,-17.89,883.5,-14.83,train
246,108.5166666,41.5666666,7,1290.0,-19.06,873.2,-13.39,train
247,110.4333333,41.7,7,1377.0,-19.56,999.9,-14.89,train
248,114.0,41.9,7,1484.0,-20.28,844.2,-17.11,test
249,111.824103,40.851422,7,1083.86,-19.72,886.8,-13.83,train
250,113.0666666,41.0333333,7,1416.0,-22.28,999.9,-14.72,train
251,105.75,39.7833333,7,1143.0,-19.67,908.6,-12.67,train
252,107.4,40.7666666,7,1041.0,-19.22,903.3,-12.06,train
253,107.9833333,39.1,7,1381.0,-19.06,865.3,-11.67,test
254,109.9833333,39.8333333,7,1459.0,-19.11,853.9,-13.17,train
255,117.6,44.5833333,7,997.0,-20.94,893.8,-17.67,train
256,120.9,44.5666666,7,266.0,-19.67,978.8,-10.83,train
257,119.4,43.9833333,7,485.0,-21.72,952.8,-10.83,train
258,116.1166666,43.95,7,1004.0,-19.72,895.5,-15.67,train
259,118.0333333,43.6333333,7,825.4,-23.61,999.9,-13.89,test
260,122.2666666,43.6,7,180.0,-15.33,989.0,-10.28,test
261,116.4666666,42.1833333,7,1247.0,-21.17,868.8,-17.11,test
262,118.8333333,42.3,7,567.0,-23.5,933.4,-11.17,train
263,120.7,42.3333333,7,401.0,-23.28,962.6,-9.39,train
264,121.7,50.45,8,733.0,-31.17,925.3,-25.94,test
265,123.7166666,49.2,8,288.0,-26.72,978.8,-21.17,train
266,116.8166666,48.6833333,8,556.7,-26.78,950.9,-22.11,train
267,121.9166666,48.7666666,8,739.0,-26.72,922.1,-21.61,test
268,119.9333333,47.1666666,8,997.0,-32.17,893.5,-28.28,train
269,116.9666666,45.5166666,8,840.0,-25.39,918.3,-20.89,train
270,101.0666666,41.95,8,941.0,-18.94,921.5,-12.0,test
271,102.3666666,41.3666666,8,960.0,-18.56,999.9,-9.5,train
272,104.5,40.75,8,1329.0,-20.28,876.7,-14.11,test
273,112.0,43.65,8,966.0,-24.0,909.3,-18.67,test
274,114.15,44.6166666,8,1183.0,-26.5,999.9,-22.33,train
275,110.1333333,42.5333333,8,1223.0,-20.89,881.2,-16.06,train
276,115.0,44.0166666,8,1147.7,-26.28,883.9,-22.44,test
277,106.3833333,41.45,8,1510.0,-21.89,854.5,-18.61,test
278,112.9,42.4,8,1152.0,-22.5,887.1,-18.17,train
279,108.5166666,41.5666666,8,1290.0,-18.94,876.0,-12.61,train
280,110.4333333,41.7,8,1377.0,-20.33,999.9,-14.56,test
281,114.0,41.9,8,1484.0,-23.22,847.3,-19.61,test
282,111.824103,40.851422,8,1083.86,-19.61,889.0,-11.72,train
283,113.0666666,41.0333333,8,1416.0,-24.06,999.9,-15.67,train
284,105.75,39.7833333,8,1143.0,-18.61,911.3,-11.17,train
285,107.4,40.7666666,8,1041.0,-19.06,906.7,-11.83,train
286,107.9833333,39.1,8,1381.0,-18.11,868.0,-12.72,test
287,109.9833333,39.8333333,8,1459.0,-18.78,856.2,-12.72,train
288,117.6,44.5833333,8,997.0,-25.33,897.9,-21.56,train
289,120.9,44.5666666,8,266.0,-24.94,982.8,-14.22,train
290,119.4,43.9833333,8,485.0,-25.17,956.8,-14.11,train
291,116.1166666,43.95,8,1004.0,-25.17,900.1,-19.72,train
292,118.0333333,43.6333333,8,825.4,-26.28,999.9,-16.33,train
293,122.2666666,43.6,8,180.0,-20.28,993.0,-13.28,test
294,116.4666666,42.1833333,8,1247.0,-23.83,871.5,-19.28,train
295,118.8333333,42.3,8,567.0,-25.72,937.4,-13.83,train
296,120.7,42.3333333,8,401.0,-24.33,966.6,-11.44,test
297,121.7,50.45,9,733.0,-34.11,933.6,-27.44,test
298,123.7166666,49.2,9,288.0,-33.72,988.3,-26.78,train
299,116.8166666,48.6833333,9,556.7,-30.61,960.9,-25.56,train
300,121.9166666,48.7666666,9,739.0,-31.56,931.6,-25.22,test
301,119.9333333,47.1666666,9,997.0,-37.94,903.6,-33.78,test
302,116.9666666,45.5166666,9,840.0,-29.0,927.9,-24.11,test
303,101.0666666,41.95,9,941.0,-21.5,921.5,-16.0,train
304,102.3666666,41.3666666,9,960.0,-18.89,999.9,-10.39,test
305,104.5,40.75,9,1329.0,-21.61,876.9,-15.33,train
306,112.0,43.65,9,966.0,-26.72,915.8,-21.17,train
307,114.15,44.6166666,9,1183.0,-29.72,999.9,-24.56,train
308,110.1333333,42.5333333,9,1223.0,-21.28,885.2,-16.78,train
309,115.0,44.0166666,9,1147.7,-29.61,891.7,-25.5,train
310,106.3833333,41.45,9,1510.0,-21.06,855.5,-17.0,train
311,112.9,42.4,9,1152.0,-24.61,893.3,-20.28,test
312,108.5166666,41.5666666,9,1290.0,-17.67,878.4,-11.28,train
313,110.4333333,41.7,9,1377.0,-20.44,999.9,-15.94,test
314,114.0,41.9,9,1484.0,-26.78,853.0,-22.72,train
315,111.824103,40.851422,9,1083.86,-19.72,892.9,-13.22,train
316,113.0666666,41.0333333,9,1416.0,-25.56,999.9,-16.78,train
317,105.75,39.7833333,9,1143.0,-17.33,911.2,-10.61,train
318,107.4,40.7666666,9,1041.0,-18.11,907.5,-11.28,train
319,107.9833333,39.1,9,1381.0,-17.67,869.1,-11.28,train
320,109.9833333,39.8333333,9,1459.0,-17.39,858.7,-10.83,train
321,117.6,44.5833333,9,997.0,-29.78,906.8,-25.5,test
322,120.9,44.5666666,9,266.0,-30.67,994.2,-17.67,train
323,119.4,43.9833333,9,485.0,-29.94,966.9,-17.44,train
324,116.1166666,43.95,9,1004.0,-30.28,908.3,-24.67,test
325,118.0333333,43.6333333,9,825.4,-30.28,999.9,-19.78,train
326,122.2666666,43.6,9,180.0,-26.28,1004.6,-17.78,test
327,116.4666666,42.1833333,9,1247.0,-28.44,878.8,-23.5,test
328,118.8333333,42.3,9,567.0,-29.78,945.8,-16.72,train
329,120.7,42.3333333,9,401.0,-29.33,976.3,-15.83,train
330,121.7,50.45,10,733.0,-34.94,933.0,-29.83,train
331,123.7166666,49.2,10,288.0,-33.5,989.3,-28.5,test
332,116.8166666,48.6833333,10,556.7,-24.94,956.0,-20.28,test
333,121.9166666,48.7666666,10,739.0,-29.11,932.7,-21.39,test
334,119.9333333,47.1666666,10,997.0,-34.56,904.8,-30.33,train
335,116.9666666,45.5166666,10,840.0,-25.11,926.7,-20.0,test
336,101.0666666,41.95,10,941.0,-21.78,921.0,-17.06,test
337,102.3666666,41.3666666,10,960.0,-20.39,999.9,-13.56,test
338,104.5,40.75,10,1329.0,-21.78,876.9,-15.94,train
339,112.0,43.65,10,966.0,-22.11,916.2,-17.39,test
340,114.15,44.6166666,10,1183.0,-25.67,999.9,-20.22,test
341,110.1333333,42.5333333,10,1223.0,-19.67,886.6,-13.72,train
342,115.0,44.0166666,10,1147.7,-25.5,893.1,-21.61,train
343,106.3833333,41.45,10,1510.0,-20.0,855.4,-14.11,train
344,112.9,42.4,10,1152.0,-21.72,895.3,-15.89,test
345,108.5166666,41.5666666,10,1290.0,-18.83,880.9,-13.72,train
346,110.4333333,41.7,10,1377.0,-20.28,999.9,-14.78,test
347,114.0,41.9,10,1484.0,-24.06,856.8,-18.11,train
348,111.824103,40.851422,10,1083.86,-21.39,896.8,-14.61,train
349,113.0666666,41.0333333,10,1416.0,-25.39,999.9,-15.61,test
350,105.75,39.7833333,10,1143.0,-18.94,911.4,-12.78,train
351,107.4,40.7666666,10,1041.0,-18.5,909.4,-13.11,train
352,107.9833333,39.1,10,1381.0,-19.06,871.0,-13.89,train
353,109.9833333,39.8333333,10,1459.0,-17.56,861.7,-9.94,train
354,117.6,44.5833333,10,997.0,-25.39,908.0,-19.22,train
355,120.9,44.5666666,10,266.0,-29.11,995.7,-15.39,train
356,119.4,43.9833333,10,485.0,-29.72,969.1,-16.0,train
357,116.1166666,43.95,10,1004.0,-25.33,910.1,-20.06,train
358,118.0333333,43.6333333,10,825.4,-29.33,999.9,-15.61,train
359,122.2666666,43.6,10,180.0,-28.0,1008.1,-18.06,train
360,116.4666666,42.1833333,10,1247.0,-27.39,882.9,-21.78,train
361,118.8333333,42.3,10,567.0,-30.28,949.4,-14.44,test
362,120.7,42.3333333,10,401.0,-31.44,980.4,-16.33,test
363,121.7,50.45,11,733.0,-34.94,932.7,-30.28,test
364,123.7166666,49.2,11,288.0,-31.17,988.8,-25.83,train
365,116.8166666,48.6833333,11,556.7,-23.39,952.7,-20.39,test
366,121.9166666,48.7666666,11,739.0,-23.33,931.4,-18.61,test
367,119.9333333,47.1666666,11,997.0,-28.28,902.1,-24.11,train
368,116.9666666,45.5166666,11,840.0,-18.33,921.9,-13.28,test
369,101.0666666,41.95,11,941.0,-20.83,913.6,-15.83,test
370,102.3666666,41.3666666,11,960.0,-20.11,999.9,-12.39,train
371,104.5,40.75,11,1329.0,-17.89,870.5,-12.78,test
372,112.0,43.65,11,966.0,-17.61,909.6,-11.89,train
373,114.15,44.6166666,11,1183.0,-20.0,999.9,-15.22,train
374,110.1333333,42.5333333,11,1223.0,-18.06,880.6,-10.17,train
375,115.0,44.0166666,11,1147.7,-19.0,888.4,-15.17,train
376,106.3833333,41.45,11,1510.0,-18.72,849.1,-9.56,test
377,112.9,42.4,11,1152.0,-17.72,889.8,-8.72,test
378,108.5166666,41.5666666,11,1290.0,-18.0,875.4,-12.89,train
379,110.4333333,41.7,11,1377.0,-17.78,999.9,-10.44,train
380,114.0,41.9,11,1484.0,-19.0,853.3,-12.06,train
381,111.824103,40.851422,11,1083.86,-19.22,893.2,-12.22,test
382,113.0666666,41.0333333,11,1416.0,-20.61,999.9,-11.39,train
383,105.75,39.7833333,11,1143.0,-18.17,905.0,-13.72,train
384,107.4,40.7666666,11,1041.0,-17.28,903.4,-11.56,test
385,107.9833333,39.1,11,1381.0,-18.17,865.6,-11.06,train
386,109.9833333,39.8333333,11,1459.0,-15.72,857.6,-8.28,train
387,117.6,44.5833333,11,997.0,-17.61,903.4,-11.72,test
388,120.9,44.5666666,11,266.0,-19.72,991.6,-9.56,train
389,119.4,43.9833333,11,485.0,-20.0,964.3,-10.33,test
390,116.1166666,43.95,11,1004.0,-18.44,905.1,-13.44,train
391,118.0333333,43.6333333,11,825.4,-21.61,999.9,-11.56,train
392,122.2666666,43.6,11,180.0,-19.89,1003.2,-11.61,train
393,116.4666666,42.1833333,11,1247.0,-20.39,879.2,-14.56,train
394,118.8333333,42.3,11,567.0,-19.06,944.4,-5.28,train
395,120.7,42.3333333,11,401.0,-22.33,975.4,-8.33,test
396,121.7,50.45,12,733.0,-24.89,924.8,-20.28,train
397,123.7166666,49.2,12,288.0,-27.67,985.0,-23.78,test
398,116.8166666,48.6833333,12,556.7,-20.33,945.8,-16.44,train
399,121.9166666,48.7666666,12,739.0,-23.22,926.3,-19.89,train
